timestamp,ward_id,pm2_5,pm10,co_level,no2_level,wind_speed
2026-02-18 00:00:00,Chanakyapuri,111.18,210.52,1.22,40.74,9.95
2026-02-18 01:00:00,Chanakyapuri,75.37,152.54,1.26,36.31,12.97
2026-02-18 02:00:00,Chanakyapuri,72.99,146.47,1.35,42.43,13.83
2026-02-18 03:00:00,Chanakyapuri,105.7,189.97,1.57,29.5,10.85
2026-02-18 04:00:00,Chanakyapuri,65.15,112.31,1.91,29.67,9.33
2026-02-18 05:00:00,Chanakyapuri,103.93,207.31,1.43,35.2,12.33
2026-02-18 06:00:00,Chanakyapuri,83.34,159.99,1.14,49.08,4.68
2026-02-18 07:00:00,Chanakyapuri,85.06,157.15,2.04,45.53,13.32
2026-02-18 08:00:00,Chanakyapuri,98.47,203.46,1.54,28.85,10.18
2026-02-18 09:00:00,Chanakyapuri,70.45,154.37,1.59,48.8,11.18
2026-02-18 10:00:00,Chanakyapuri,86.5,164.79,1.66,41.85,10.19
2026-02-18 11:00:00,Chanakyapuri,62.12,131.48,1.9,30.47,11.23
2026-02-18 12:00:00,Chanakyapuri,86.51,168.14,2.37,23.66,13.14
2026-02-18 13:00:00,Chanakyapuri,81.27,155.93,1.19,35.84,11.42
2026-02-18 14:00:00,Chanakyapuri,99.15,189.37,1.47,34.94,12.85
2026-02-18 15:00:00,Chanakyapuri,91.12,182.43,1.65,50.39,14.19
2026-02-18 16:00:00,Chanakyapuri,53.49,109.84,1.47,59.44,9.18
2026-02-18 17:00:00,Chanakyapuri,102.21,203.77,1.61,34.9,7.16
2026-02-18 18:00:00,Chanakyapuri,82.82,169.06,1.39,40.88,9.16
2026-02-18 19:00:00,Chanakyapuri,95.41,158.45,1.95,46.44,10.69
2026-02-18 20:00:00,Chanakyapuri,121.1,227.61,1.5,43.22,8.21
2026-02-18 21:00:00,Chanakyapuri,65.61,131.23,1.2,44.64,11.14
2026-02-18 22:00:00,Chanakyapuri,66.86,129.38,1.56,32.01,7.74
2026-02-18 23:00:00,Chanakyapuri,86.36,171.21,1.57,43.71,11.06
2026-02-19 00:00:00,Chanakyapuri,70.78,145.14,2.17,39.27,18.24
2026-02-19 01:00:00,Chanakyapuri,89.25,171.86,0.94,52.72,7.13
2026-02-19 02:00:00,Chanakyapuri,60.07,113.96,1.6,46.59,10.3
2026-02-19 03:00:00,Chanakyapuri,72.64,136.33,2.36,44.24,10.6
2026-02-19 04:00:00,Chanakyapuri,121.69,223.82,0.57,35.07,15.2
2026-02-19 05:00:00,Chanakyapuri,92.76,182.82,1.6,29.57,10.77
2026-02-19 06:00:00,Chanakyapuri,84.4,167.1,1.76,37.92,6.59
2026-02-19 07:00:00,Chanakyapuri,91.83,192.35,1.57,45.56,15.21
2026-02-19 08:00:00,Chanakyapuri,65.71,134.58,1.31,39.34,14.57
2026-02-19 09:00:00,Chanakyapuri,86.16,167.44,1.16,32.95,15.86
2026-02-19 10:00:00,Chanakyapuri,78.36,159.01,1.69,37.33,10.51
2026-02-19 11:00:00,Chanakyapuri,71.54,147.34,1.39,62.3,11.65
2026-02-19 12:00:00,Chanakyapuri,85.1,164.46,1.7,32.8,13.09
2026-02-19 13:00:00,Chanakyapuri,100.6,178.27,2.03,35.63,7.17
2026-02-19 14:00:00,Chanakyapuri,105.61,197.81,1.59,47.53,7.65
2026-02-19 15:00:00,Chanakyapuri,85.86,161.19,0.87,59.86,7.57
2026-02-19 16:00:00,Chanakyapuri,98.49,180.72,1.96,51.59,13.09
2026-02-19 17:00:00,Chanakyapuri,84.29,173.12,1.17,38.98,7.43
2026-02-19 18:00:00,Chanakyapuri,59.66,137.4,2.11,41.41,4.94
2026-02-19 19:00:00,Chanakyapuri,75.94,146.66,1.86,53.81,7.87
2026-02-19 20:00:00,Chanakyapuri,76.95,164.25,2.22,43.07,14.43
2026-02-19 21:00:00,Chanakyapuri,58.88,109.48,1.34,29.4,13.31
2026-02-19 22:00:00,Chanakyapuri,89.91,169.35,1.58,28.59,10.56
2026-02-19 23:00:00,Chanakyapuri,71.53,138.44,2.05,49.25,9.21
2026-02-20 00:00:00,Chanakyapuri,94.44,192.51,1.96,51.12,7.61
2026-02-20 01:00:00,Chanakyapuri,89.72,161.4,2.3,47.43,5.59
2026-02-20 02:00:00,Chanakyapuri,90.11,166.35,1.59,35.4,9.95
2026-02-20 03:00:00,Chanakyapuri,59.75,140.15,1.46,33.32,13.38
2026-02-20 04:00:00,Chanakyapuri,86.94,168.85,1.11,33.64,8.7
2026-02-20 05:00:00,Chanakyapuri,81.06,152.2,1.39,29.04,9.67
2026-02-20 06:00:00,Chanakyapuri,111.29,196.32,0.41,64.27,12.08
2026-02-20 07:00:00,Chanakyapuri,81.45,162.85,1.63,50.69,8.17
2026-02-20 08:00:00,Chanakyapuri,97.27,185.35,1.88,41.98,6.73
2026-02-20 09:00:00,Chanakyapuri,71.45,138.13,1.2,27.22,9.49
2026-02-20 10:00:00,Chanakyapuri,79.9,154.98,1.65,40.34,5.53
2026-02-20 11:00:00,Chanakyapuri,63.45,145.54,1.9,34.86,12.1
2026-02-20 12:00:00,Chanakyapuri,89.66,172.66,2.5,36.42,7.47
2026-02-20 13:00:00,Chanakyapuri,96.48,192.64,0.93,53.13,11.33
2026-02-20 14:00:00,Chanakyapuri,74.71,155.72,1.41,21.12,11.29
2026-02-20 15:00:00,Chanakyapuri,80.21,153.05,1.87,34.95,14.03
2026-02-20 16:00:00,Chanakyapuri,103.43,205.5,1.74,50.74,11.49
2026-02-20 17:00:00,Chanakyapuri,76.36,149.66,1.27,29.7,12.32
2026-02-20 18:00:00,Chanakyapuri,84.9,156.91,1.0,39.42,10.25
2026-02-20 19:00:00,Chanakyapuri,87.2,163.88,0.88,36.1,6.18
2026-02-20 20:00:00,Chanakyapuri,87.71,170.0,0.71,30.63,10.18
2026-02-20 21:00:00,Chanakyapuri,87.76,168.08,1.61,51.35,9.83
2026-02-20 22:00:00,Chanakyapuri,108.6,215.07,1.92,47.79,9.91
2026-02-20 23:00:00,Chanakyapuri,106.82,215.98,1.62,36.67,11.09
2026-02-21 00:00:00,Chanakyapuri,64.83,146.84,1.23,39.74,9.27
2026-02-21 01:00:00,Chanakyapuri,88.86,168.79,1.82,47.33,11.24
2026-02-21 02:00:00,Chanakyapuri,91.85,173.47,1.75,53.07,8.99
2026-02-21 03:00:00,Chanakyapuri,103.6,182.0,1.62,57.47,6.77
2026-02-21 04:00:00,Chanakyapuri,89.68,164.21,1.54,37.6,13.14
2026-02-21 05:00:00,Chanakyapuri,73.69,149.62,1.57,40.42,8.55
2026-02-21 06:00:00,Chanakyapuri,79.26,165.64,1.16,31.73,5.41
2026-02-21 07:00:00,Chanakyapuri,89.53,175.03,0.75,33.78,8.86
2026-02-21 08:00:00,Chanakyapuri,97.29,193.79,1.72,38.89,9.23
2026-02-21 09:00:00,Chanakyapuri,78.44,157.88,1.0,34.94,7.07
2026-02-21 10:00:00,Chanakyapuri,76.55,157.13,1.76,42.57,6.04
2026-02-21 11:00:00,Chanakyapuri,97.03,197.94,2.05,36.9,9.7
2026-02-21 12:00:00,Chanakyapuri,59.94,132.6,1.41,27.11,9.31
2026-02-21 13:00:00,Chanakyapuri,85.16,166.43,1.13,47.47,3.68
2026-02-21 14:00:00,Chanakyapuri,78.46,157.46,2.49,42.18,8.16
2026-02-21 15:00:00,Chanakyapuri,57.38,115.26,1.3,44.91,11.37
2026-02-21 16:00:00,Chanakyapuri,89.31,164.21,0.94,37.12,8.38
2026-02-21 17:00:00,Chanakyapuri,77.07,165.53,1.1,35.58,15.13
2026-02-21 18:00:00,Chanakyapuri,74.16,155.77,0.92,56.63,11.15
2026-02-21 19:00:00,Chanakyapuri,83.85,165.89,1.74,27.69,8.37
2026-02-21 20:00:00,Chanakyapuri,91.5,167.19,1.17,48.57,9.93
2026-02-21 21:00:00,Chanakyapuri,116.5,238.77,1.9,47.15,13.88
2026-02-21 22:00:00,Chanakyapuri,86.81,160.7,1.14,43.34,8.5
2026-02-21 23:00:00,Chanakyapuri,76.07,159.86,1.74,51.71,5.82
2026-02-22 00:00:00,Chanakyapuri,75.96,155.5,1.51,41.63,13.42
2026-02-22 01:00:00,Chanakyapuri,85.06,165.06,1.25,53.47,14.7
2026-02-22 02:00:00,Chanakyapuri,89.39,165.4,1.82,33.79,11.92
2026-02-22 03:00:00,Chanakyapuri,88.69,174.37,1.25,27.86,10.6
2026-02-22 04:00:00,Chanakyapuri,80.85,158.69,1.57,39.69,7.96
2026-02-22 05:00:00,Chanakyapuri,68.26,147.39,2.27,56.44,3.21
2026-02-22 06:00:00,Chanakyapuri,73.34,145.69,1.21,45.39,8.49
2026-02-22 07:00:00,Chanakyapuri,95.19,177.77,2.23,58.27,16.3
2026-02-22 08:00:00,Chanakyapuri,81.29,160.0,1.37,40.53,6.92
2026-02-22 09:00:00,Chanakyapuri,76.54,142.18,1.96,34.76,10.76
2026-02-22 10:00:00,Chanakyapuri,91.61,171.06,1.9,28.88,15.14
2026-02-22 11:00:00,Chanakyapuri,92.31,181.12,1.43,36.7,15.08
2026-02-22 12:00:00,Chanakyapuri,72.21,140.72,1.71,48.03,4.72
2026-02-22 13:00:00,Chanakyapuri,96.24,170.2,1.18,48.94,10.93
2026-02-22 14:00:00,Chanakyapuri,84.85,162.21,1.52,31.12,5.85
2026-02-22 15:00:00,Chanakyapuri,79.95,156.12,1.12,44.85,10.74
2026-02-22 16:00:00,Chanakyapuri,64.42,133.76,1.64,45.57,7.93
2026-02-22 17:00:00,Chanakyapuri,71.8,141.8,1.82,32.95,16.03
2026-02-22 18:00:00,Chanakyapuri,98.13,194.14,1.53,37.53,9.41
2026-02-22 19:00:00,Chanakyapuri,87.06,168.7,1.26,32.57,12.78
2026-02-22 20:00:00,Chanakyapuri,118.84,219.79,1.81,34.58,10.7
2026-02-22 21:00:00,Chanakyapuri,73.57,151.82,0.56,38.21,10.51
2026-02-22 22:00:00,Chanakyapuri,76.39,145.01,1.4,50.69,7.31
2026-02-22 23:00:00,Chanakyapuri,62.53,136.94,1.96,48.08,14.95
2026-02-23 00:00:00,Chanakyapuri,63.27,130.6,1.92,30.34,5.85
2026-02-23 01:00:00,Chanakyapuri,102.33,181.5,1.33,42.12,8.34
2026-02-23 02:00:00,Chanakyapuri,58.73,123.72,1.49,39.82,14.12
2026-02-23 03:00:00,Chanakyapuri,74.93,145.11,1.23,39.14,12.21
2026-02-23 04:00:00,Chanakyapuri,93.44,184.06,1.84,33.96,10.39
2026-02-23 05:00:00,Chanakyapuri,92.76,173.1,1.49,37.99,10.94
2026-02-23 06:00:00,Chanakyapuri,99.88,198.0,2.05,49.39,8.45
2026-02-23 07:00:00,Chanakyapuri,67.06,140.88,1.5,34.68,19.95
2026-02-23 08:00:00,Chanakyapuri,87.38,183.4,1.38,41.35,14.21
2026-02-23 09:00:00,Chanakyapuri,85.01,163.2,1.47,45.15,3.88
2026-02-23 10:00:00,Chanakyapuri,76.11,147.5,1.94,42.51,12.4
2026-02-23 11:00:00,Chanakyapuri,84.4,179.59,2.19,54.76,9.57
2026-02-23 12:00:00,Chanakyapuri,98.21,186.15,1.87,56.99,9.25
2026-02-23 13:00:00,Chanakyapuri,82.66,168.42,1.64,17.95,8.89
2026-02-23 14:00:00,Chanakyapuri,88.81,157.85,1.33,30.77,9.61
2026-02-23 15:00:00,Chanakyapuri,70.87,155.78,1.24,36.1,12.9
2026-02-23 16:00:00,Chanakyapuri,82.63,163.54,1.28,30.72,8.68
2026-02-23 17:00:00,Chanakyapuri,106.5,195.73,1.7,41.61,5.48
2026-02-23 18:00:00,Chanakyapuri,73.06,151.43,1.52,36.96,5.51
2026-02-23 19:00:00,Chanakyapuri,101.07,185.27,1.78,36.55,17.12
2026-02-23 20:00:00,Chanakyapuri,81.26,155.48,2.01,52.68,10.55
2026-02-23 21:00:00,Chanakyapuri,125.46,249.37,0.58,32.77,12.37
2026-02-23 22:00:00,Chanakyapuri,91.26,176.01,1.52,46.31,8.28
2026-02-23 23:00:00,Chanakyapuri,82.59,160.93,1.84,48.34,11.49
2026-02-24 00:00:00,Chanakyapuri,82.72,165.35,1.87,30.91,4.44
2026-02-24 01:00:00,Chanakyapuri,76.23,153.87,1.22,39.45,9.75
2026-02-24 02:00:00,Chanakyapuri,97.51,201.99,1.46,44.63,9.48
2026-02-24 03:00:00,Chanakyapuri,79.89,150.23,1.61,39.33,9.83
2026-02-24 04:00:00,Chanakyapuri,88.33,172.21,1.27,33.52,12.28
2026-02-24 05:00:00,Chanakyapuri,74.58,138.58,2.37,42.6,7.51
2026-02-24 06:00:00,Chanakyapuri,92.98,176.87,2.09,37.75,11.28
2026-02-24 07:00:00,Chanakyapuri,73.43,144.12,1.66,42.14,19.22
2026-02-24 08:00:00,Chanakyapuri,94.41,179.42,1.08,43.23,13.09
2026-02-24 09:00:00,Chanakyapuri,86.08,164.29,0.84,44.08,7.98
2026-02-24 10:00:00,Chanakyapuri,73.17,142.92,1.57,45.62,14.54
2026-02-24 11:00:00,Chanakyapuri,64.55,132.04,1.45,35.62,14.59
2026-02-24 12:00:00,Chanakyapuri,75.52,145.28,0.96,41.79,8.84
2026-02-24 13:00:00,Chanakyapuri,95.64,181.51,1.53,37.49,7.45
2026-02-24 14:00:00,Chanakyapuri,83.88,167.93,2.41,50.36,8.65
2026-02-24 15:00:00,Chanakyapuri,100.58,172.27,1.77,41.49,8.08
2026-02-24 16:00:00,Chanakyapuri,77.58,152.05,1.77,53.25,11.27
2026-02-24 17:00:00,Chanakyapuri,81.5,162.74,2.06,43.94,10.02
2026-02-24 18:00:00,Chanakyapuri,79.68,159.63,1.14,48.56,4.26
2026-02-24 19:00:00,Chanakyapuri,79.83,160.72,1.58,53.68,8.39
2026-02-24 20:00:00,Chanakyapuri,102.09,203.72,1.92,49.46,9.24
2026-02-24 21:00:00,Chanakyapuri,79.22,163.49,1.39,37.18,6.57
2026-02-24 22:00:00,Chanakyapuri,90.08,164.2,1.66,42.92,9.04
2026-02-24 23:00:00,Chanakyapuri,79.75,153.91,1.45,40.1,10.65
2026-02-25 00:00:00,Chanakyapuri,74.84,140.56,1.65,36.07,6.62
2026-02-25 01:00:00,Chanakyapuri,80.68,155.46,1.26,47.88,9.55
2026-02-25 02:00:00,Chanakyapuri,106.03,186.09,1.83,62.78,7.08
2026-02-25 03:00:00,Chanakyapuri,69.24,139.69,1.18,34.57,12.08
2026-02-25 04:00:00,Chanakyapuri,88.87,182.56,1.05,30.2,9.05
2026-02-25 05:00:00,Chanakyapuri,105.21,202.04,1.28,56.05,11.26
2026-02-25 06:00:00,Chanakyapuri,86.41,156.49,1.5,36.43,10.82
2026-02-25 07:00:00,Chanakyapuri,105.36,192.78,1.28,42.71,12.83
2026-02-25 08:00:00,Chanakyapuri,100.13,192.88,1.48,25.93,12.9
2026-02-25 09:00:00,Chanakyapuri,90.65,167.83,1.49,48.17,10.16
2026-02-25 10:00:00,Chanakyapuri,78.92,167.12,1.71,53.39,5.94
2026-02-25 11:00:00,Chanakyapuri,90.64,178.32,1.47,56.24,5.21
2026-02-25 12:00:00,Chanakyapuri,98.58,192.38,1.62,32.15,7.92
2026-02-25 13:00:00,Chanakyapuri,109.5,204.47,1.76,40.63,8.14
2026-02-25 14:00:00,Chanakyapuri,80.58,155.32,0.9,35.89,13.58
2026-02-25 15:00:00,Chanakyapuri,100.71,185.78,1.24,31.19,7.63
2026-02-25 16:00:00,Chanakyapuri,87.41,171.32,1.27,35.89,6.83
2026-02-25 17:00:00,Chanakyapuri,101.79,180.88,1.27,53.9,11.36
2026-02-25 18:00:00,Chanakyapuri,92.5,188.15,1.4,45.76,10.04
2026-02-25 19:00:00,Chanakyapuri,98.29,188.8,1.92,32.12,16.08
2026-02-25 20:00:00,Chanakyapuri,62.56,126.76,1.4,35.14,11.02
2026-02-25 21:00:00,Chanakyapuri,60.66,121.82,1.57,29.19,11.72
2026-02-25 22:00:00,Chanakyapuri,104.64,200.55,1.65,46.71,6.96
2026-02-25 23:00:00,Chanakyapuri,86.56,178.2,0.51,37.49,5.99
2026-02-26 00:00:00,Chanakyapuri,78.6,156.07,1.91,35.76,5.77
2026-02-26 01:00:00,Chanakyapuri,126.36,241.15,1.36,52.66,15.43
2026-02-26 02:00:00,Chanakyapuri,64.15,129.77,1.96,50.64,9.88
2026-02-26 03:00:00,Chanakyapuri,86.27,169.48,1.63,42.66,13.52
2026-02-26 04:00:00,Chanakyapuri,66.1,147.43,1.36,38.83,12.22
2026-02-26 05:00:00,Chanakyapuri,86.49,176.14,1.39,43.61,7.86
2026-02-26 06:00:00,Chanakyapuri,92.26,188.04,1.72,32.83,6.32
2026-02-26 07:00:00,Chanakyapuri,76.03,149.88,1.63,16.84,4.71
2026-02-26 08:00:00,Chanakyapuri,71.82,141.65,1.29,37.49,14.28
2026-02-26 09:00:00,Chanakyapuri,81.01,170.71,1.12,39.64,5.74
2026-02-26 10:00:00,Chanakyapuri,72.21,139.57,1.43,33.19,5.96
2026-02-26 11:00:00,Chanakyapuri,61.75,120.03,1.86,44.44,11.59
2026-02-26 12:00:00,Chanakyapuri,83.34,166.19,1.96,39.35,13.92
2026-02-26 13:00:00,Chanakyapuri,86.86,168.73,2.09,29.24,7.45
2026-02-26 14:00:00,Chanakyapuri,68.78,135.32,2.41,26.98,5.76
2026-02-26 15:00:00,Chanakyapuri,92.14,185.15,1.18,33.35,6.2
2026-02-26 16:00:00,Chanakyapuri,80.01,138.38,1.44,38.95,10.11
2026-02-26 17:00:00,Chanakyapuri,84.68,164.41,1.75,43.99,9.3
2026-02-26 18:00:00,Chanakyapuri,99.35,183.02,1.13,38.9,10.23
2026-02-26 19:00:00,Chanakyapuri,77.83,157.4,1.89,44.52,11.23
2026-02-26 20:00:00,Chanakyapuri,89.52,175.36,1.04,42.05,12.94
2026-02-26 21:00:00,Chanakyapuri,79.27,158.57,1.15,32.95,11.32
2026-02-26 22:00:00,Chanakyapuri,94.04,188.64,1.31,51.37,11.63
2026-02-26 23:00:00,Chanakyapuri,64.41,139.05,1.27,43.81,10.85
2026-02-27 00:00:00,Chanakyapuri,57.64,110.87,1.5,44.87,5.9
2026-02-27 01:00:00,Chanakyapuri,87.23,174.09,1.62,33.26,12.28
2026-02-27 02:00:00,Chanakyapuri,113.13,213.22,1.35,22.67,7.73
2026-02-27 03:00:00,Chanakyapuri,105.21,206.39,1.01,39.06,12.24
2026-02-27 04:00:00,Chanakyapuri,67.39,151.23,1.52,48.67,10.9
2026-02-27 05:00:00,Chanakyapuri,68.66,153.75,1.55,46.46,12.21
2026-02-27 06:00:00,Chanakyapuri,83.79,164.71,1.7,24.74,13.77
2026-02-27 07:00:00,Chanakyapuri,83.78,166.32,1.18,42.29,8.09
2026-02-27 08:00:00,Chanakyapuri,71.13,165.13,1.97,61.12,6.07
2026-02-27 09:00:00,Chanakyapuri,81.77,165.54,1.92,64.21,10.72
2026-02-27 10:00:00,Chanakyapuri,75.69,149.26,1.25,54.36,12.51
2026-02-27 11:00:00,Chanakyapuri,72.83,144.14,1.7,42.27,11.99
2026-02-27 12:00:00,Chanakyapuri,93.29,183.15,1.83,33.18,10.45
2026-02-27 13:00:00,Chanakyapuri,63.15,125.18,1.47,22.23,11.43
2026-02-27 14:00:00,Chanakyapuri,81.8,157.66,1.71,38.8,6.9
2026-02-27 15:00:00,Chanakyapuri,78.29,158.59,1.35,35.46,6.63
2026-02-27 16:00:00,Chanakyapuri,91.21,172.95,1.46,46.87,9.16
2026-02-27 17:00:00,Chanakyapuri,86.12,160.57,1.62,49.4,9.86
2026-02-27 18:00:00,Chanakyapuri,107.33,205.05,1.6,61.09,10.77
2026-02-27 19:00:00,Chanakyapuri,89.11,156.33,2.02,45.58,9.91
2026-02-27 20:00:00,Chanakyapuri,73.11,155.94,1.48,41.84,10.97
2026-02-27 21:00:00,Chanakyapuri,85.71,176.34,1.84,36.08,12.27
2026-02-27 22:00:00,Chanakyapuri,104.75,207.73,1.48,37.1,10.18
2026-02-27 23:00:00,Chanakyapuri,82.95,156.22,1.15,48.19,10.29
2026-02-28 00:00:00,Chanakyapuri,85.64,152.2,1.61,27.44,8.43
2026-02-28 01:00:00,Chanakyapuri,117.06,220.12,1.13,39.73,8.02
2026-02-28 02:00:00,Chanakyapuri,73.44,136.75,1.98,36.05,10.45
2026-02-28 03:00:00,Chanakyapuri,87.62,177.0,2.12,43.11,12.19
2026-02-28 04:00:00,Chanakyapuri,94.6,177.77,1.47,41.22,4.52
2026-02-28 05:00:00,Chanakyapuri,78.85,147.27,1.71,31.44,9.06
2026-02-28 06:00:00,Chanakyapuri,92.8,175.56,2.61,34.02,11.57
2026-02-28 07:00:00,Chanakyapuri,76.26,153.58,1.63,41.79,7.58
2026-02-28 08:00:00,Chanakyapuri,93.89,187.56,2.02,48.09,8.54
2026-02-28 09:00:00,Chanakyapuri,83.16,172.25,2.08,57.23,14.1
2026-02-28 10:00:00,Chanakyapuri,84.93,166.84,1.64,26.56,9.65
2026-02-28 11:00:00,Chanakyapuri,97.5,183.27,1.81,36.54,9.42
2026-02-28 12:00:00,Chanakyapuri,107.96,202.24,1.79,46.06,17.45
2026-02-28 13:00:00,Chanakyapuri,87.79,171.09,0.73,44.36,10.17
2026-02-28 14:00:00,Chanakyapuri,78.39,164.63,0.16,38.61,11.33
2026-02-28 15:00:00,Chanakyapuri,94.04,174.55,1.25,48.45,11.56
2026-02-28 16:00:00,Chanakyapuri,73.79,145.68,2.11,37.25,11.37
2026-02-28 17:00:00,Chanakyapuri,90.65,176.6,1.72,35.41,17.57
2026-02-28 18:00:00,Chanakyapuri,79.5,170.84,1.34,29.76,10.04
2026-02-28 19:00:00,Chanakyapuri,58.09,122.04,1.28,59.87,12.3
2026-02-28 20:00:00,Chanakyapuri,89.01,162.83,1.64,53.09,11.7
2026-02-28 21:00:00,Chanakyapuri,70.9,138.7,1.15,28.27,10.16
2026-02-28 22:00:00,Chanakyapuri,87.11,171.4,0.53,44.54,12.39
2026-02-28 23:00:00,Chanakyapuri,100.76,187.06,1.72,27.42,15.83
2026-03-01 00:00:00,Chanakyapuri,65.45,132.69,1.73,46.93,7.11
2026-03-01 01:00:00,Chanakyapuri,95.93,195.19,1.7,31.61,11.37
2026-03-01 02:00:00,Chanakyapuri,119.16,225.7,1.17,42.91,9.91
2026-03-01 03:00:00,Chanakyapuri,111.13,210.04,1.72,41.75,12.81
2026-03-01 04:00:00,Chanakyapuri,74.13,148.84,1.55,28.35,7.87
2026-03-01 05:00:00,Chanakyapuri,84.54,175.8,1.51,49.73,9.21
2026-03-01 06:00:00,Chanakyapuri,68.44,132.35,1.7,30.12,8.79
2026-03-01 07:00:00,Chanakyapuri,118.54,225.84,1.92,39.05,8.45
2026-03-01 08:00:00,Chanakyapuri,49.84,109.81,1.3,51.38,15.54
2026-03-01 09:00:00,Chanakyapuri,87.68,166.43,1.29,26.46,1.45
2026-03-01 10:00:00,Chanakyapuri,99.78,178.64,1.84,41.46,9.61
2026-03-01 11:00:00,Chanakyapuri,114.51,202.8,1.3,30.78,7.39
2026-03-01 12:00:00,Chanakyapuri,83.89,165.64,1.53,58.88,5.57
2026-03-01 13:00:00,Chanakyapuri,64.96,131.95,1.37,34.04,11.99
2026-03-01 14:00:00,Chanakyapuri,101.95,198.35,1.42,44.08,9.55
2026-03-01 15:00:00,Chanakyapuri,99.21,184.39,1.43,43.64,14.25
2026-03-01 16:00:00,Chanakyapuri,92.49,179.52,0.57,31.55,6.1
2026-03-01 17:00:00,Chanakyapuri,81.77,163.21,1.43,46.97,8.6
2026-03-01 18:00:00,Chanakyapuri,89.46,181.22,1.9,35.13,15.57
2026-03-01 19:00:00,Chanakyapuri,85.71,167.95,2.05,31.64,12.93
2026-03-01 20:00:00,Chanakyapuri,85.12,154.1,1.54,45.92,8.33
2026-03-01 21:00:00,Chanakyapuri,80.52,154.7,0.92,53.02,14.8
2026-03-01 22:00:00,Chanakyapuri,83.47,152.93,1.66,27.86,8.78
2026-03-01 23:00:00,Chanakyapuri,94.43,188.3,2.12,41.71,6.3
2026-03-02 00:00:00,Chanakyapuri,78.68,167.06,1.46,47.3,12.43
2026-03-02 01:00:00,Chanakyapuri,63.14,131.82,1.89,31.18,15.72
2026-03-02 02:00:00,Chanakyapuri,103.22,192.58,1.7,42.37,10.94
2026-03-02 03:00:00,Chanakyapuri,105.9,193.45,1.69,34.14,8.0
2026-03-02 04:00:00,Chanakyapuri,79.91,144.39,1.09,46.17,7.09
2026-03-02 05:00:00,Chanakyapuri,96.03,181.53,2.05,30.03,5.53
2026-03-02 06:00:00,Chanakyapuri,95.05,173.25,1.41,34.69,3.49
2026-03-02 07:00:00,Chanakyapuri,66.8,120.64,1.45,44.12,8.15
2026-03-02 08:00:00,Chanakyapuri,92.95,175.78,1.49,35.13,4.81
2026-03-02 09:00:00,Chanakyapuri,93.64,179.37,2.01,37.52,9.68
2026-03-02 10:00:00,Chanakyapuri,78.9,160.04,1.35,42.39,12.13
2026-03-02 11:00:00,Chanakyapuri,69.41,153.14,1.11,43.79,11.93
2026-03-02 12:00:00,Chanakyapuri,100.38,196.56,1.54,20.91,13.26
2026-03-02 13:00:00,Chanakyapuri,90.68,169.86,1.31,42.63,9.57
2026-03-02 14:00:00,Chanakyapuri,64.68,142.58,1.29,41.59,8.45
2026-03-02 15:00:00,Chanakyapuri,94.55,180.45,1.71,66.53,14.62
2026-03-02 16:00:00,Chanakyapuri,98.27,180.69,1.49,23.19,9.61
2026-03-02 17:00:00,Chanakyapuri,59.22,128.28,0.91,34.54,7.9
2026-03-02 18:00:00,Chanakyapuri,112.0,206.11,1.52,51.1,5.68
2026-03-02 19:00:00,Chanakyapuri,118.84,214.37,0.81,49.08,6.64
2026-03-02 20:00:00,Chanakyapuri,86.32,179.59,2.02,44.38,5.64
2026-03-02 21:00:00,Chanakyapuri,101.23,186.56,1.69,33.28,9.51
2026-03-02 22:00:00,Chanakyapuri,74.97,149.11,1.73,36.86,4.77
2026-03-02 23:00:00,Chanakyapuri,102.12,201.47,1.36,42.11,10.92
2026-03-03 00:00:00,Chanakyapuri,86.27,176.97,1.33,31.54,8.28
2026-03-03 01:00:00,Chanakyapuri,78.84,156.42,1.65,38.4,11.74
2026-03-03 02:00:00,Chanakyapuri,96.53,190.16,1.17,35.85,6.57
2026-03-03 03:00:00,Chanakyapuri,91.82,181.62,1.97,52.75,10.51
2026-03-03 04:00:00,Chanakyapuri,57.78,127.61,2.55,23.06,7.95
2026-03-03 05:00:00,Chanakyapuri,83.02,158.22,1.68,45.1,13.29
2026-03-03 06:00:00,Chanakyapuri,83.17,176.35,1.82,41.46,9.11
2026-03-03 07:00:00,Chanakyapuri,89.47,160.58,1.8,48.86,9.77
2026-03-03 08:00:00,Chanakyapuri,79.67,164.49,1.85,42.23,5.48
2026-03-03 09:00:00,Chanakyapuri,99.05,188.61,1.07,35.68,16.0
2026-03-03 10:00:00,Chanakyapuri,79.11,163.14,1.84,38.33,8.41
2026-03-03 11:00:00,Chanakyapuri,71.48,143.51,1.23,23.81,10.57
2026-03-03 12:00:00,Chanakyapuri,82.32,164.95,1.4,33.04,16.65
2026-03-03 13:00:00,Chanakyapuri,79.75,149.51,2.07,26.31,9.86
2026-03-03 14:00:00,Chanakyapuri,76.05,164.95,1.51,44.7,9.48
2026-03-03 15:00:00,Chanakyapuri,64.12,145.25,1.71,36.56,11.88
2026-03-03 16:00:00,Chanakyapuri,77.21,148.8,1.49,35.56,11.6
2026-03-03 17:00:00,Chanakyapuri,97.84,177.08,1.2,42.7,9.2
2026-03-03 18:00:00,Chanakyapuri,76.46,161.79,1.83,36.44,7.64
2026-03-03 19:00:00,Chanakyapuri,78.73,147.64,1.21,41.46,13.53
